I (417) esp32_uart_bridge: RX TEL: t_ms=100 state=DISARMED last_I (777) esp32_uart_bridge: STARTUP: line sync sent
I (817) esp32_uart_bridge: RX TEL: t_ms=500 state=DISARMED last_seq=0 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=5
I (877) esp32_uart_bridge: TX UART1: DISARM,seq=545713623
W (877) esp32_uart_bridge: RX ACK parse error: ACK,seq=4294967296,type=DISARM,t_ms=567
I (917) esp32_uart_bridge: RX TEL: t_ms=600 state=DISARMED last_seq=545713623 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=6
I (1017) esp32_uart_bridge: RX TEL: t_ms=700 state=DISARMED last_seq=545713623 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=7
I (1117) esp32_uart_bridge: RX TEL: t_ms=800 state=DISARMED last_seq=545713623 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=8
I (1217) esp32_uart_bridge: RX TEL: t_ms=900 state=DISARMED last_seq=545713623 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=9
I (1317) esp32_uart_bridge: RX TEL: t_ms=1000 state=DISARMED last_seq=545713623 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=10
W (1377) esp32_uart_bridge: STARTUP: retry DISARM attempt=2
I (1377) esp32_uart_bridge: TX UART1: DISARM,seq=545713623
I (1377) esp32_uart_bridge: RX ACK: seq=545713623 type=DISARM ack_count=1
I (1377) esp32_uart_bridge: STARTUP: DISARM acknowledged
I (1387) esp32_uart_bridge: TX UART1: PING,seq=545713624
I (1387) esp32_uart_bridge: RX PONG: seq=545713624 pong_count=1
I (1397) esp32_uart_bridge: STARTUP READY: DISARM ACK and PONG verified
I (1417) esp32_uart_bridge: RX TEL: t_ms=1100 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=11
I (1517) esp32_uart_bridge: RX TEL: t_ms=1200 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=12
I (1617) esp32_uart_bridge: RX TEL: t_ms=1300 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=13
I (1717) esp32_uart_bridge: RX TEL: t_ms=1400 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=14
I (1817) esp32_uart_bridge: RX TEL: t_ms=1500 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=15
I (1917) esp32_uart_bridge: RX TEL: t_ms=1600 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=16
I (2017) esp32_uart_bridge: RX TEL: t_ms=1700 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=17
I (2117) esp32_uart_bridge: RX TEL: t_ms=1800 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=18
I (2217) esp32_uart_bridge: RX TEL: t_ms=1900 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=19
I (2317) esp32_uart_bridge: RX TEL: t_ms=2000 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=20
I (2417) esp32_uart_bridge: RX TEL: t_ms=2100 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=21
I (2517) esp32_uart_bridge: RX TEL: t_ms=2200 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=22
I (2617) esp32_uart_bridge: RX TEL: t_ms=2300 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=23
I (2717) esp32_uart_bridge: RX TEL: t_ms=2400 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=24
I (2817) esp32_uart_bridge: RX TEL: t_ms=2500 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=25
I (2917) esp32_uart_bridge: RX TEL: t_ms=2600 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=26
I (3017) esp32_uart_bridge: RX TEL: t_ms=2700 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=27
I (3117) esp32_uart_bridge: RX TEL: t_ms=2800 state=DISARMED last_seq=545713624 vx=0 w=0 left_cps=0 right_cps=0 err=0 tel_count=28
